id;date;status;id_season;id_competition;home_team_id;away_team_id;home_score;away_score;winner;round;venue;timestamp
2207782;09/06/2012 16:00;Ended;4136;1;4705;4476;0.0;1.0;2.0;;;1339257600
2207816;17/06/2012 18:45;Ended;4136;1;4476;4711;1.0;2.0;2.0;;;1339958700
2207800;13/06/2012 16:00;Ended;4136;1;4476;4704;2.0;3.0;2.0;;;1339603200
2207782;09/06/2012 16:00;Ended;4136;1;4705;4476;0.0;1.0;2.0;;;1339257600
2207816;17/06/2012 18:45;Ended;4136;1;4476;4711;1.0;2.0;2.0;;;1339958700
2207798;13/06/2012 18:45;Ended;4136;1;4705;4711;1.0;2.0;2.0;;;1339613100
2207784;09/06/2012 18:45;Ended;4136;1;4711;4704;1.0;0.0;1.0;;;1339267500
2207818;18/06/2012 18:45;Ended;4136;1;4715;4698;0.0;1.0;2.0;;;1340045100
2207804;14/06/2012 16:00;Ended;4136;1;4707;4715;1.0;1.0;3.0;;;1339689600
2207788;10/06/2012 18:45;Ended;4136;1;4693;4715;1.0;3.0;2.0;;;1339353900
2207818;18/06/2012 18:45;Ended;4136;1;4715;4698;0.0;1.0;2.0;;;1340045100
2207802;14/06/2012 18:45;Ended;4136;1;4698;4693;4.0;0.0;1.0;;;1339699500
2207786;10/06/2012 16:00;Ended;4136;1;4698;4707;1.0;1.0;3.0;;;1339344000
2207820;18/06/2012 18:45;Ended;4136;1;4707;4693;2.0;0.0;1.0;;;1340045100
2207804;14/06/2012 16:00;Ended;4136;1;4707;4715;1.0;1.0;3.0;;;1339689600
2207786;10/06/2012 16:00;Ended;4136;1;4698;4707;1.0;1.0;3.0;;;1339344000
2207820;18/06/2012 18:45;Ended;4136;1;4707;4693;2.0;0.0;1.0;;;1340045100
2207802;14/06/2012 18:45;Ended;4136;1;4698;4693;4.0;0.0;1.0;;;1339699500
2207788;10/06/2012 18:45;Ended;4136;1;4693;4715;1.0;3.0;2.0;;;1339353900
2207822;19/06/2012 18:45;Ended;4136;1;4688;4481;2.0;0.0;1.0;;;1340131500
2207806;15/06/2012 19:00;Ended;4136;1;4688;4713;2.0;3.0;2.0;;;1339786800
2207790;11/06/2012 18:45;Ended;4136;1;4701;4688;2.0;1.0;1.0;;;1339440300
2207822;19/06/2012 18:45;Ended;4136;1;4688;4481;2.0;0.0;1.0;;;1340131500
2207808;15/06/2012 16:00;Ended;4136;1;4701;4481;0.0;2.0;2.0;;;1339776000
2207792;11/06/2012 16:00;Ended;4136;1;4481;4713;1.0;1.0;3.0;;;1339430400
2207824;19/06/2012 18:45;Ended;4136;1;4713;4701;1.0;0.0;1.0;;;1340131500
2207806;15/06/2012 19:00;Ended;4136;1;4688;4713;2.0;3.0;2.0;;;1339786800
2207792;11/06/2012 16:00;Ended;4136;1;4481;4713;1.0;1.0;3.0;;;1339430400
2207824;19/06/2012 18:45;Ended;4136;1;4713;4701;1.0;0.0;1.0;;;1340131500
2207808;15/06/2012 16:00;Ended;4136;1;4701;4481;0.0;2.0;2.0;;;1339776000
2207790;11/06/2012 18:45;Ended;4136;1;4701;4688;2.0;1.0;1.0;;;1339440300
2207810;16/06/2012 18:45;Ended;4136;1;4710;4694;1.0;0.0;1.0;;;1339872300
2207796;12/06/2012 16:00;Ended;4136;1;4710;4714;1.0;2.0;2.0;;;1339516800
2207778;08/06/2012 16:00;Ended;4136;1;4703;4710;1.0;1.0;3.0;;;1339171200
2207810;16/06/2012 18:45;Ended;4136;1;4710;4694;1.0;0.0;1.0;;;1339872300
2207794;12/06/2012 18:45;Ended;4136;1;4703;4694;1.0;1.0;3.0;;;1339526700
2207780;08/06/2012 18:45;Ended;4136;1;4694;4714;4.0;1.0;1.0;;;1339181100
2207812;16/06/2012 18:45;Ended;4136;1;4714;4703;1.0;0.0;1.0;;;1339872300
2207796;12/06/2012 16:00;Ended;4136;1;4710;4714;1.0;2.0;2.0;;;1339516800
2207780;08/06/2012 18:45;Ended;4136;1;4694;4714;4.0;1.0;1.0;;;1339181100
2207812;16/06/2012 18:45;Ended;4136;1;4714;4703;1.0;0.0;1.0;;;1339872300
2207794;12/06/2012 18:45;Ended;4136;1;4703;4694;1.0;1.0;3.0;;;1339526700
2207778;08/06/2012 16:00;Ended;4136;1;4703;4710;1.0;1.0;3.0;;;1339171200
636803;16/06/2008 18:45;Ended;1162;1;4703;4715;0.0;1.0;2.0;;;1213641900
636800;12/06/2008 18:45;Ended;1162;1;4718;4703;1.0;1.0;3.0;;;1213296300
636799;08/06/2008 18:45;Ended;1162;1;4711;4703;2.0;0.0;1.0;;;1212950700
636803;16/06/2008 18:45;Ended;1162;1;4703;4715;0.0;1.0;2.0;;;1213641900
636801;12/06/2008 16:00;Ended;1162;1;4715;4711;2.0;1.0;1.0;;;1213286400
636798;08/06/2008 16:00;Ended;1162;1;4718;4715;0.0;1.0;2.0;;;1212940800
636804;16/06/2008 18:45;Ended;1162;1;4718;4711;0.0;1.0;2.0;;;1213641900
636800;12/06/2008 18:45;Ended;1162;1;4718;4703;1.0;1.0;3.0;;;1213296300
636798;08/06/2008 16:00;Ended;1162;1;4718;4715;0.0;1.0;2.0;;;1212940800
636804;16/06/2008 18:45;Ended;1162;1;4718;4711;0.0;1.0;2.0;;;1213641900
636801;12/06/2008 16:00;Ended;1162;1;4715;4711;2.0;1.0;1.0;;;1213286400
636799;08/06/2008 18:45;Ended;1162;1;4711;4703;2.0;0.0;1.0;;;1212950700
636809;17/06/2008 18:45;Ended;1162;1;4705;4477;2.0;0.0;1.0;;;1213728300
636807;13/06/2008 18:45;Ended;1162;1;4705;4481;4.0;1.0;1.0;;;1213382700
636806;09/06/2008 18:45;Ended;1162;1;4705;4707;3.0;0.0;1.0;;;1213037100
636809;17/06/2008 18:45;Ended;1162;1;4705;4477;2.0;0.0;1.0;;;1213728300
636808;13/06/2008 16:00;Ended;1162;1;4707;4477;1.0;1.0;3.0;;;1213372800
636805;09/06/2008 16:00;Ended;1162;1;4477;4481;0.0;0.0;3.0;;;1213027200
