match_id,team_id,half,stat_name,value
13473431,1981,1,fouled_in_final_third,1
13473431,21982,1,fouled_in_final_third,0
13473431,1981,1,offsides,0
13473431,21982,1,offsides,1
13473431,1981,1,accurate_passes,161
13473431,21982,1,accurate_passes,222
13473431,1981,1,throw_ins,15
13473431,21982,1,throw_ins,9
13473431,1981,1,final_third_entries,21
13473431,21982,1,final_third_entries,13
13473431,1981,1,long_balls,12/25 (48%)
13473431,21982,1,long_balls,11/23 (48%)
13473431,1981,1,crosses,4/10 (40%)
13473431,21982,1,crosses,1/11 (9%)
13473431,1981,1,duels,56%
13473431,21982,1,duels,44%
13473431,1981,1,dispossessed,7
13473431,21982,1,dispossessed,6
13473431,1981,1,ground_duels,21/40 (53%)
13473431,21982,1,ground_duels,19/40 (48%)
13473431,1981,1,aerial_duels,11/17 (65%)
13473431,21982,1,aerial_duels,6/17 (35%)
13473431,1981,1,dribbles,2/4 (50%)
13473431,21982,1,dribbles,3/7 (43%)
13473431,1981,1,tackles_won,70%
13473431,21982,1,tackles_won,67%
13473431,1981,1,total_tackles,10
13473431,21982,1,total_tackles,9
13473431,1981,1,interceptions,4
13473431,21982,1,interceptions,6
13473431,1981,1,recoveries,17
13473431,21982,1,recoveries,26
13473431,1981,1,clearances,17
13473431,21982,1,clearances,14
13473431,1981,1,total_saves,0
13473431,21982,1,total_saves,2
13473431,1981,1,goal_kicks,3
13473431,21982,1,goal_kicks,1
13473431,1981,2,ball_possession,57%
13473431,21982,2,ball_possession,43%
13473431,1981,2,expected_goals,0.38
13473431,21982,2,expected_goals,0.82
13473431,1981,2,big_chances,0
13473431,21982,2,big_chances,1
13473431,1981,2,total_shots,7
13473431,21982,2,total_shots,2
13473431,1981,2,goalkeeper_saves,1
13473431,21982,2,goalkeeper_saves,1
13473431,1981,2,corner_kicks,3
13473431,21982,2,corner_kicks,1
13473431,1981,2,passes,267
13473431,21982,2,passes,209
13473431,1981,2,tackles,10
13473431,21982,2,tackles,10
13473431,1981,2,free_kicks,1
13473431,21982,2,free_kicks,10
13473431,1981,2,yellow_cards,3
13473431,21982,2,yellow_cards,0
13473431,1981,2,total_shots,7
13473431,21982,2,total_shots,2
13473431,1981,2,shots_on_target,1
13473431,21982,2,shots_on_target,2
13473431,1981,2,hit_woodwork,0
13473431,21982,2,hit_woodwork,0
13473431,1981,2,shots_off_target,1
13473431,21982,2,shots_off_target,0
13473431,1981,2,blocked_shots,5
13473431,21982,2,blocked_shots,0
13473431,1981,2,shots_inside_box,6
13473431,21982,2,shots_inside_box,2
13473431,1981,2,shots_outside_box,1
13473431,21982,2,shots_outside_box,0
13473431,1981,2,big_chances_scored,0
13473431,21982,2,big_chances_scored,1
13473431,1981,2,fouled_in_final_third,0
13473431,21982,2,fouled_in_final_third,1
13473431,1981,2,offsides,0
13473431,21982,2,offsides,0
13473431,1981,2,accurate_passes,236
